 Label, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
nominal,17.0,16.0,11.0,0.0,704.0,0.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,44000000.0,687500.0,1.6,1.264911064,5.0,1.0,16.0,1.6,1.264911064,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,687500.0,0.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.81818182,64.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,704.0,0.0,0.0,-1.0,-1.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal,17.0,47369.0,1.0,1.0,63.0,123.0,63.0,63.0,63.0,0.0,123.0,123.0,123.0,0.0,3926.618675,42.22170618,47369.0,0.0,47369.0,47369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,21.11085309,21.11085309,63.0,123.0,83.0,34.64101615,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.5,63.0,123.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,1.0,123.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal,17.0,114.0,2.0,2.0,414.0,326.0,207.0,207.0,207.0,0.0,163.0,163.0,163.0,0.0,6491228.07,35087.7193,38.0,59.75784467,107.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,17543.85965,17543.85965,163.0,207.0,189.4,24.09979253,580.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,236.75,207.0,163.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,414.0,2.0,326.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal,17.0,212.0,2.0,2.0,162.0,262.0,81.0,81.0,81.0,0.0,131.0,131.0,131.0,0.0,2000000.0,18867.92453,70.66666667,116.3371537,205.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,9433.962264,9433.962264,81.0,131.0,101.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,126.25,81.0,131.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,162.0,2.0,262.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal,17.0,234.0,2.0,2.0,66.0,578.0,33.0,33.0,33.0,0.0,289.0,289.0,289.0,0.0,2752136.752,17094.01709,78.0,129.90381059999999,228.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,8547.008547,8547.008547,33.0,289.0,135.4,140.2169747,19660.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.25,33.0,289.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,2.0,578.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal,17.0,13.0,10.0,0.0,180.0,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,13800000.0,769230.7692,1.4444444440000002,1.013793755,4.0,1.0,13.0,1.4444444440000002,1.013793755,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,769230.7692,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,18.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,180.0,0.0,0.0,-1.0,-1.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal,17.0,49891.0,2.0,2.0,76.0,132.0,38.0,38.0,38.0,0.0,66.0,66.0,66.0,0.0,4169.088613,80.17478102,16630.33333,28798.52011,49884.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,40.0,40.08739051,40.08739051,38.0,66.0,49.2,15.33623161,235.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.5,38.0,66.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,2.0,132.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal,6.0,89.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,134831.4607,22471.91011,89.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,11235.95506,11235.95506,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,119.0,255.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal,17.0,173.0,2.0,2.0,88.0,188.0,44.0,44.0,44.0,0.0,94.0,94.0,94.0,0.0,1595375.7230000002,23121.387280000003,57.66666667,93.82075108,166.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,11560.693640000001,11560.693640000001,44.0,94.0,64.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,44.0,94.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,188.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal,6.0,278393.0,9.0,7.0,1969.0,4835.0,1109.0,0.0,218.7777778,368.5379145,1460.0,0.0,690.7142857000001,654.6606536,24440.26969,57.47270944,18559.533330000002,22325.41444,52873.0,17.0,278393.0,34799.125,28225.736339999996,68819.0,17.0,206460.0,34410.0,26311.7101,58511.0,204.0,0.0,0.0,0.0,0.0,192.0,152.0,32.32839906,25.14431038,0.0,1460.0,400.23529410000003,542.288038,294076.3162,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,425.25,218.7777778,690.7142857000001,192.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1969.0,7.0,4835.0,8192.0,256.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal,6.0,27.0,1.0,3.0,6.0,18.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,888888.8889,148148.1481,9.0,13.85640646,25.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,60.0,37037.037039999996,111111.1111,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,7.5,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,18.0,254.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal,17.0,165.0,2.0,2.0,102.0,224.0,51.0,51.0,51.0,0.0,112.0,112.0,112.0,0.0,1975757.576,24242.42424,55.0,55.24490927,113.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,40.0,40.0,12121.21212,12121.21212,51.0,112.0,75.4,33.41107601,1116.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.25,51.0,112.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,102.0,2.0,224.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
